Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1990","1990","tonnes","205","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1991","1991","tonnes","44","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1992","1992","tonnes","90","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1993","1993","tonnes","200","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1994","1994","tonnes","600","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1995","1995","tonnes","600","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1996","1996","tonnes","100","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1997","1997","tonnes","400","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1998","1998","tonnes","1500","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","1999","1999","tonnes","2400","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2000","2000","tonnes","1750","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2001","2001","tonnes","1115","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2002","2002","tonnes","1755","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2003","2003","tonnes","2050","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2004","2004","tonnes","2702","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2005","2005","tonnes","2393","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2006","2006","tonnes","51","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2007","2007","tonnes","4709","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2008","2008","tonnes","4491","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2009","2009","tonnes","3417","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2010","2010","tonnes","1671","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2011","2011","tonnes","2107","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2012","2012","tonnes","3068","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2013","2013","tonnes","6502","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2014","2014","tonnes","9221","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2015","2015","tonnes","6246","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2016","2016","tonnes","7585","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","570","Figs dried","2017","2017","tonnes","11945","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","773","Flax fibre and tow","2016","2016","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1961","1961","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1963","1963","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1964","1964","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1965","1965","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1967","1967","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1968","1968","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1969","1969","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1970","1970","tonnes","52","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1971","1971","tonnes","29","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1972","1972","tonnes","16","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1973","1973","tonnes","1","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1974","1974","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1975","1975","tonnes","20","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1976","1976","tonnes","43","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1977","1977","tonnes","3","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1978","1978","tonnes","15","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1979","1979","tonnes","2","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1980","1980","tonnes","13","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1986","1986","tonnes","250","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1993","1993","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1994","1994","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1995","1995","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","2000","2000","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","2001","2001","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","2002","2002","tonnes","295","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","2003","2003","tonnes","658","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","2004","2004","tonnes","1391","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","111","Flour, cereals","2005","2005","tonnes","636","R","Estimated data using trading partners database"
